nome_blox,course_name,area_do_conhecimento,area_funcional,nota
Tenho uma mãe chamada Terra,ENGENHARIA AMBIENTAL,Complementar,Ciências do Ambiente,7.5
Os caminhos da Ciência,ENGENHARIA DE COMPUTAÇÃO,Básico,Projetos,22.3
" Show Business",CIÊNCIAS CONTÁBEIS,Técnico,Marketing,26
Internacionalizando negócios,MARKETING,Técnico,Logística,16.6
Comportamento Econômico,ENGENHARIA DE COMPUTAÇÃO,Básico,Finanças e Economia,27
Comportamento Econômico,ENGENHARIA CIVIL,Básico,Finanças e Economia,23.6
"Atos do Comércio ",ENGENHARIA CIVIL,Básico,Sociedade e Mundo,22.5
O Caminho da Organização,JOGOS DIGITAIS,Técnico,Estratégia e Negociação,9.4
O Caminho da Organização,CIÊNCIAS CONTÁBEIS,Técnico,Estratégia e Negociação,18.3
De Eniac a SuperComputador,JOGOS DIGITAIS,Técnico,Hardware e Redes,16
INTRODUÇÃO AO DIREITO,SISTEMAS DE INFORMAÇÃO,Básico,Sociedade e Mundo,32.6
LÓGICA COMPUTACIONAL: O PRINCÍPIO DE TUDO (5ª FEIRA),JOGOS DIGITAIS,Quantitativo,"Software, Programação e Dados",44
TRANSFORME SEU BANCO DE DADOS NUMA MINA DE OURO,ENGENHARIA DE COMPUTAÇÃO,Técnico,"Software, Programação e Dados",33
MACROECONOMIA,SISTEMAS DE INFORMAÇÃO,Básico,Finanças e Economia,29.5
REDAÇÃO NOTA MIL - SAIBA COMO ESCREVER E SE DAR BEM,COMÉRCIO EXTERIOR,Básico,Sociedade e Mundo,15
SERÁ QUE SEI PESQUISAR? VAMOS APRENDER!,MARKETING,Quantitativo,Finanças e Economia,37.8
O lado oculto e inesperado de tudo que nos afeta,ENGENHARIA DE COMPUTAÇÃO,Técnico,Sociedade e Mundo,69.9
MÉTODOS QUANTITATIVOS,SISTEMAS DE INFORMAÇÃO,Quantitativo,Raciocínio Lógico e Matemático,32.099999999999994
Enigma Matemático,SISTEMAS DE INFORMAÇÃO,Quantitativo,Raciocínio Lógico e Matemático,16.8
Feedback é olho no olho,GESTÃO DE RECURSOS HUMANOS,Técnico,Gestão de Pessoas,83
Descobrindo o mercado internacional,MARKETING,Técnico,Logística,58.8
ELETIVA II - PROCESSO DECISÓRIO ESTRATÉGICO,ADMINISTRACAO,Complementar,Estratégia e Negociação,25
FILOSOFIA E ÉTICA,SISTEMAS DE INFORMAÇÃO,Básico,Sociedade e Mundo,24.2
Alice no País da Programação,JOGOS DIGITAIS,Técnico,"Software, Programação e Dados",38
ELETIVA III - COMÉRCIO EXTERIOR,ADMINISTRACAO,Básico,Logística,20.7
VENHA SEM MEDO (6ª FEIRA),SISTEMAS DE INFORMAÇÃO,Quantitativo,Raciocínio Lógico e Matemático,36.7
SER EXCELÊNCIA É ESSENCIAL!,MARKETING,Técnico,Estratégia e Negociação,49.1
DE GRAVETO A CÓDIGO BINÁRIO,ADMINISTRACAO,Técnico,Tecnologia da Informação,24.1
REDAÇÃO NOTA MIL- Saiba como escrever e se dar bem.,ENGENHARIA DE PRODUÇÃO,Básico,Sociedade e Mundo,27.3
"Universitários da Esperança, somos o futuro!",ENGENHARIA DE PRODUÇÃO,Complementar,Estratégia e Negociação,25.5
Seja a pessoa certa para o lugar certo,ENGENHARIA CIVIL,Técnico,Gestão de Pessoas,15
"Minerando dados para descobrir conhecimento ",ENGENHARIA DE COMPUTAÇÃO,Técnico,"Software, Programação e Dados",13.7
Venha sem medo,ENGENHARIA DE PRODUÇÃO,Quantitativo,Raciocínio Lógico e Matemático,20
Minimizando Riscos!,SISTEMAS DE INFORMAÇÃO,Técnico,Estratégia e Negociação,29
Minimizando Riscos!,CIÊNCIAS CONTÁBEIS,Técnico,Estratégia e Negociação,0
O MAGO DAS NEGOCIAÇÕES,GESTÃO DE RECURSOS HUMANOS,Técnico,Estratégia e Negociação,37
TRANSFORMANDO OS PIXELS EM RESULTADO,COMÉRCIO EXTERIOR,Técnico,Marketing,22.4
TRANSFORMANDO OS PIXELS EM RESULTADO,SISTEMAS DE INFORMAÇÃO,Técnico,Marketing,24.599999999999998
TRANSFORMANDO OS PIXELS EM RESULTADO,CIÊNCIAS CONTÁBEIS,Técnico,Marketing,0
Quanto você quer ganhar?,CIÊNCIAS CONTÁBEIS,Técnico,Gestão de Pessoas,0
Quanto você quer ganhar?,ENGENHARIA DE COMPUTAÇÃO,Técnico,Gestão de Pessoas,23.5
Orátória & Retórica - As melhores dicas para você falar bem.,SISTEMAS DE INFORMAÇÃO,Básico,Sociedade e Mundo,18.5
Orátória & Retórica - As melhores dicas para você falar bem.,CIÊNCIAS CONTÁBEIS,Básico,Sociedade e Mundo,0
Orátória & Retórica - As melhores dicas para você falar bem.,MARKETING,Básico,Sociedade e Mundo,19
Orátória & Retórica - As melhores dicas para você falar bem.,ENGENHARIA DE PRODUÇÃO,Básico,Sociedade e Mundo,17.4
A ELETRICIDADE E MAIS ALÉM,ENGENHARIA DE PRODUÇÃO,Quantitativo,Física e Química,26.5
De Rondônia para o Mundo,MARKETING,Técnico,Logística,25
Atitude e Gestão Organizacional,JOGOS DIGITAIS,Técnico,Gestão de Pessoas,24.5
O MAGO DAS NEGOCIAÇÕES,CIÊNCIAS CONTÁBEIS,Técnico,Estratégia e Negociação,22.5
A ELETRICIDADE E SEUS CONCEITOS,ENGENHARIA DE PRODUÇÃO,Quantitativo,Física e Química,42
Desmistificando a Gestão da Tecnologia da Informação,JOGOS DIGITAIS,Técnico,Tecnologia da Informação,0
Aplicando a Teoria Geral de Sistemas,JOGOS DIGITAIS,Técnico,Tecnologia da Informação,0
Saneamento e Drenagem,ENGENHARIA DE PRODUÇÃO,Complementar,Saneamento e hidráulica,0
Metodologia Científica II,MARKETING,Básico,Sociedade e Mundo,0
Explorando o Direito Alfandegário,GESTÃO DE RECURSOS HUMANOS,Básico,Sociedade e Mundo,0
Economia II,COMÉRCIO EXTERIOR,Técnico,Finanças e Economia,0
O Despertar,ENGENHARIA CIVIL,Complementar,Projetos,0
O Despertar,ENGENHARIA DE PRODUÇÃO,Complementar,Projetos,0
PROFISSIONALIZE SUA EMPRESA,ENGENHARIA DE COMPUTAÇÃO,Técnico,Estratégia e Negociação,0
PROFISSIONALIZE SUA EMPRESA,COMÉRCIO EXTERIOR,Técnico,Estratégia e Negociação,0
PROFISSIONALIZE SUA EMPRESA,MARKETING,Técnico,Estratégia e Negociação,0
"A Revolução Digital ",ENGENHARIA DE PRODUÇÃO,Técnico,Tecnologia da Informação,0
Educação corporativa é a bola da vez: Treinamento,MARKETING,Técnico,Gestão de Pessoas,0
Mercado de capitais: Um passo para aplicar.,COMÉRCIO EXTERIOR,Técnico,Finanças e Economia,0
Ticket de Negócios.Export,SISTEMAS DE INFORMAÇÃO,Técnico,Logística,0
LOGÍSTICA DE A a Z,ENGENHARIA DE PRODUÇÃO,Técnico,Logística,0
Vamos conhecer o comportamento do Consumidor?,JOGOS DIGITAIS,Técnico,Marketing,0
Vamos conhecer o comportamento do Consumidor?,SISTEMAS DE INFORMAÇÃO,Técnico,Marketing,0
Vamos conhecer o comportamento do Consumidor?,COMÉRCIO EXTERIOR,Técnico,Marketing,0
A Controladoria de modo eficiente com práticas eficazes.,ENGENHARIA DE COMPUTAÇÃO,Técnico,Contabilidade,0
A Controladoria de modo eficiente com práticas eficazes.,SISTEMAS DE INFORMAÇÃO,Técnico,Contabilidade,0
ADMINISTRACAO DE SERVIÇOS,SISTEMAS DE INFORMAÇÃO,Técnico,Marketing,30.7
Mecânica dos Sólidos,ENGENHARIA DE PRODUÇÃO,Técnico,Materiais,0
"O ""Como"" e o ""Por que"" dos Materiais",ENGENHARIA AMBIENTAL,Técnico,Materiais,0
Engenharia das Águas - Controle x medida,ENGENHARIA DE PRODUÇÃO,Técnico,Ciências do Ambiente,0
ATITUDES #QUEFAZEMADIFERENÇA,CIÊNCIAS CONTÁBEIS,Técnico,Gestão de Pessoas,82.5
INFORMAR PARA DECIDIR,ENGENHARIA DE COMPUTAÇÃO,Técnico,Estratégia e Negociação,22
O VOO DA ÁGUIA,COMÉRCIO EXTERIOR,Complementar,Estratégia e Negociação,47.3
DESIGN THINKING: O PODER DA INOVAÇÃO 4.0,MARKETING,Complementar,Estratégia e Negociação,48.4
ELETIVA V - LIDERANÇA,ADMINISTRACAO,Complementar,Gestão de Pessoas,35
PROGRAMAÇÃO WEB PARA TODOS,ENGENHARIA DE COMPUTAÇÃO,Técnico,"Software, Programação e Dados",47
TECNOLOGIA WEB,SISTEMAS DE INFORMAÇÃO,Área de conhecimento desconhecido,Área funcional desconhecida,23.4
Dominando as Redes na Supremacia Online,ENGENHARIA DE COMPUTAÇÃO,Técnico,Hardware e Redes,19.5
ADMINISTRACAO ORÇAMENTARIA E CONTROLADORIA,SISTEMAS DE INFORMAÇÃO,Técnico,Finanças e Economia,28.4
Se liga na ideia,JOGOS DIGITAIS,Técnico,Marketing,16.5
Explorando o Direito Aduaneiro,GESTÃO DE RECURSOS HUMANOS,Básico,Sociedade e Mundo,9.8
Explorando o Direito Aduaneiro,SISTEMAS DE INFORMAÇÃO,Básico,Sociedade e Mundo,7
Engenharia das Águas,ENGENHARIA DE PRODUÇÃO,Técnico,Ciências do Ambiente,13.8
Desenho para Engenheiros - Parte 01,SISTEMAS DE INFORMAÇÃO,Básico,Design e Modelagem,14.3
IMPACTANDO A SOCIEDADE COM A INFORMÁTICA,ENGENHARIA DE COMPUTAÇÃO,Técnico,Tecnologia da Informação,30.3
IMPACTANDO A SOCIEDADE COM A INFORMÁTICA,ENGENHARIA CIVIL,Técnico,Tecnologia da Informação,28.3
TECNOLOGIA DA INFORMAÇÃO,SISTEMAS DE INFORMAÇÃO,Básico,Tecnologia da Informação,33.5
ADMINISTRAÇÃO FINANCEIRA II,SISTEMAS DE INFORMAÇÃO,Técnico,Finanças e Economia,30.6
DESENHO TÉCNICO PARA ENGENHEIROS,ENGENHARIA DE COMPUTAÇÃO,Técnico,Design e Modelagem,35.300000000000004
O JEITINHO BRASILEIRO: SOCIEDADE E CULTURA,JOGOS DIGITAIS,Básico,Sociedade e Mundo,46.9
ADMINISTRACAO FINANCEIRA I,SISTEMAS DE INFORMAÇÃO,Técnico,Finanças e Economia,30.6
"Perceber, Motivar e Decidir",GESTÃO DE RECURSOS HUMANOS,Básico,Sociedade e Mundo,16
"Perceber, Motivar e Decidir",MARKETING,Básico,Sociedade e Mundo,15
EAD - Saneamento Ambiental,ENGENHARIA DE COMPUTAÇÃO,Técnico,Saneamento e hidráulica,7
"Metodologia Científica ",MARKETING,Básico,Sociedade e Mundo,16
"Metodologia Científica ",SISTEMAS DE INFORMAÇÃO,Básico,Sociedade e Mundo,13.5
Direito Empresarial,GESTÃO DE RECURSOS HUMANOS,Básico,Sociedade e Mundo,13
MENSAGEM OU CANAL?,GESTÃO DE RECURSOS HUMANOS,Técnico,Marketing,15.8
Socorro! Uma verdadeira equipe pede ajuda.,ENGENHARIA DE COMPUTAÇÃO,Técnico,Gestão de Pessoas,19.5
Socorro! Uma verdadeira equipe pede ajuda.,SISTEMAS DE INFORMAÇÃO,Técnico,Gestão de Pessoas,18.5
Começando a Trabalhar com Banco de dados,JOGOS DIGITAIS,Técnico,"Software, Programação e Dados",14
Agro.export,COMÉRCIO EXTERIOR,Técnico,Estratégia e Negociação,20
Agro.export,MARKETING,Técnico,Estratégia e Negociação,16
"Treinar e desenvolver pessoas, qual a diferença?",SISTEMAS DE INFORMAÇÃO,Técnico,Gestão de Pessoas,16.5
Mercado de capitais: um diálogo para iniciar,SISTEMAS DE INFORMAÇÃO,Técnico,Finanças e Economia,14.1
Mercado de capitais: um diálogo para iniciar,COMÉRCIO EXTERIOR,Técnico,Finanças e Economia,15.8
Como construir um plano incrível e extraordinário!,CIÊNCIAS CONTÁBEIS,Técnico,Marketing,17
"Gerencie o seu projeto de forma Ágil ",JOGOS DIGITAIS,Complementar,Tecnologia da Informação,14.8
Amante da Sabedoria,ENGENHARIA AMBIENTAL,Básico,Sociedade e Mundo,9.6
Flash Back de Matemática,GESTÃO DE RECURSOS HUMANOS,Quantitativo,Raciocínio Lógico e Matemático,20.9
Flash Back de Matemática,MARKETING,Quantitativo,Raciocínio Lógico e Matemático,9.5
AS LEIS DE NEWTON FUNCIONAM NA PRÁTICA?,ENGENHARIA AMBIENTAL,Técnico,Física e Química,16.5
LÓGICA COMPUTACIONAL O PRINCÍPIO DE TUDO,ENGENHARIA AMBIENTAL,Quantitativo,Tecnologia da Informação,18.5
CONHECIMENTO SEM FRONTEIRA,GESTÃO DE RECURSOS HUMANOS,Quantitativo,Finanças e Economia,34.4
SERÁ QUE SEI PESQUISAR? VAMOS APRENDER!,COMÉRCIO EXTERIOR,Quantitativo,Finanças e Economia,25.3
MATEMÁTICA I,GESTÃO DE RECURSOS HUMANOS,Quantitativo,Raciocínio Lógico e Matemático,15.3
Empresas Competitivas,ENGENHARIA DE COMPUTAÇÃO,Técnico,Tecnologia da Informação,3
Débito ou crédito? Como decido?,JOGOS DIGITAIS,Técnico,Marketing,14.5
MATEMÁTICA II,SISTEMAS DE INFORMAÇÃO,Quantitativo,Raciocínio Lógico e Matemático,16.2
SALVANDO O AÇAÍ!!,MARKETING,Complementar,Estratégia e Negociação,57.5
PLANEJAR PARA DECIDIR,ENGENHARIA DE COMPUTAÇÃO,Técnico,Estratégia e Negociação,21.9
PLANEJAR PARA DECIDIR,JOGOS DIGITAIS,Técnico,Estratégia e Negociação,24.2
PROGRAMAÇÃO WEB AVANÇADA,ENGENHARIA DE COMPUTAÇÃO,Técnico,"Software, Programação e Dados",25.1
SALVANDO O AÇAÍ!!,COMÉRCIO EXTERIOR,Complementar,Estratégia e Negociação,48
SER EXCELÊNCIA É ESSENCIAL!,CIÊNCIAS CONTÁBEIS,Técnico,Estratégia e Negociação,48.5
MATEMÁTICA FINANCEIRA,SISTEMAS DE INFORMAÇÃO,Quantitativo,Raciocínio Lógico e Matemático,31
Técnicas de pesquisa aplicada,CIÊNCIAS CONTÁBEIS,Complementar,Área funcional desconhecida,9.6
Técnicas de pesquisa aplicada,ENGENHARIA DE COMPUTAÇÃO,Complementar,Área funcional desconhecida,9.9
Engenheiro 7.0,ENGENHARIA DE PRODUÇÃO,Complementar,Projetos,19
Administrando Produção e Materiais,SISTEMAS DE INFORMAÇÃO,Técnico,Produção,17.3
Redes de Computadores: Servidores e Segurança,ENGENHARIA DE COMPUTAÇÃO,Técnico,Tecnologia da Informação,18
Equações Geométricas,ENGENHARIA AMBIENTAL,Quantitativo,Raciocínio Lógico e Matemático,16.4
O Labirinto das Obras Públicas,SISTEMAS DE INFORMAÇÃO,Complementar,Projetos,1.6
Integrando Tudo que Possível,ENGENHARIA DE COMPUTAÇÃO,Quantitativo,Raciocínio Lógico e Matemático,15.5
Clube da Matemática II,ENGENHARIA AMBIENTAL,Quantitativo,Raciocínio Lógico e Matemático,16.5
"Faça amor, não faça guerra",JOGOS DIGITAIS,Técnico,Estratégia e Negociação,15
On ou off não importa! A comunicação tem que ser Integrada.,JOGOS DIGITAIS,Técnico,Marketing,8
On ou off não importa! A comunicação tem que ser Integrada.,CIÊNCIAS CONTÁBEIS,Técnico,Marketing,16.5
Equipe 100%,MARKETING,Técnico,Gestão de Pessoas,16.5
Política salarial:  Ter ou não ter?,SISTEMAS DE INFORMAÇÃO,Técnico,Gestão de Pessoas,14
Vendas Ferramenta para Conquistar o Cliente,GESTÃO DE RECURSOS HUMANOS,Técnico,Marketing,16.5
Vendas Ferramenta para Conquistar o Cliente,SISTEMAS DE INFORMAÇÃO,Técnico,Marketing,15
Criando valor para a Internacionalização,MARKETING,Técnico,Logística,7.8
Macroeconomia para todos,GESTÃO DE RECURSOS HUMANOS,Básico,Finanças e Economia,16.6
Me conte uma história - Personagem e Narrativa,ENGENHARIA DE COMPUTAÇÃO,Técnico,Game Development,16.7
Estratégia de Sísifo,COMÉRCIO EXTERIOR,Técnico,Estratégia e Negociação,19.1
Contabilidade de Custos: Administrando os Custos,ENGENHARIA CIVIL,Técnico,Contabilidade,17
ADMINISTRACAO MERCADOLÓGICA I,SISTEMAS DE INFORMAÇÃO,Técnico,Marketing,23.4
Fazendo a Diferença,ENGENHARIA DE COMPUTAÇÃO,Complementar,Estratégia e Negociação,6.5
Fazendo a Diferença,ENGENHARIA DE PRODUÇÃO,Complementar,Estratégia e Negociação,11
Fazendo a Diferença,COMÉRCIO EXTERIOR,Complementar,Estratégia e Negociação,14.5
Cadeia de Suprimentos fora da Caixinha,ENGENHARIA DE PRODUÇÃO,Técnico,Logística,9.2
Quer pagar quanto?,JOGOS DIGITAIS,Técnico,Marketing,14.1
Atuações no Departamento Pessoal e Práticas Trabalhistas,ENGENHARIA DE PRODUÇÃO,Técnico,Gestão de Pessoas,18
Amante da Sabedoria,ENGENHARIA DE PRODUÇÃO,Básico,Sociedade e Mundo,14.399999999999999
ELETIVA II - METODOLOGIA CIENTÍFICA E DA PESQUISA,SISTEMAS DE INFORMAÇÃO,Complementar,Sociedade e Mundo,28.200000000000003
COMUNICACAO EMPRESARIAL,GESTÃO DE RECURSOS HUMANOS,Básico,Sociedade e Mundo,20.2
Flash Back de Matemática,ENGENHARIA DE PRODUÇÃO,Quantitativo,Raciocínio Lógico e Matemático,28.4
Boas Práticas em Arquitetura e Engenharia de Software,JOGOS DIGITAIS,Complementar,Tecnologia da Informação,8.6
ADMINISTRACAO DE SISTEMAS DE INFORMAÇÃO,SISTEMAS DE INFORMAÇÃO,Técnico,"Software, Programação e Dados",24.9
Se Garanta no Processo Seletivo,ENGENHARIA DE PRODUÇÃO,Técnico,Gestão de Pessoas,18.5
Se Garanta no Processo Seletivo,MARKETING,Técnico,Gestão de Pessoas,16
DEPARTAMENTO PESSOAL E A PESSOALIDADE DOS CÁLCULOS,SISTEMAS DE INFORMAÇÃO,Técnico,Gestão de Pessoas,15.5
DEPARTAMENTO PESSOAL E A PESSOALIDADE DOS CÁLCULOS,ENGENHARIA DE PRODUÇÃO,Técnico,Gestão de Pessoas,16.5
DEPARTAMENTO PESSOAL E A PESSOALIDADE DOS CÁLCULOS,ENGENHARIA CIVIL,Técnico,Gestão de Pessoas,15.3
EU SEI QUE VOCÊ PODE PROGRAMAR,JOGOS DIGITAIS,Técnico,"Software, Programação e Dados",31.1
ESTATÍSTICA,SISTEMAS DE INFORMAÇÃO,Quantitativo,Raciocínio Lógico e Matemático,20.9
Tenho uma mãe chamada Terra,SISTEMAS DE INFORMAÇÃO,Complementar,Ciências do Ambiente,7.6
Tenho uma mãe chamada Terra,JOGOS DIGITAIS,Complementar,Ciências do Ambiente,12.100000000000001
CLUBE DA MATEMÁTICA,JOGOS DIGITAIS,Quantitativo,Raciocínio Lógico e Matemático,16.5
Aprovado em 8 Concursos Públicos: o que ele fez?,COMÉRCIO EXTERIOR,Complementar,Sociedade e Mundo,19.5
FIDELIDADE OU LEALDADE. QUAL GERA MAIOR RESULTADO $ PARA SEU NEGÓCIO?,CIÊNCIAS CONTÁBEIS,Complementar,Marketing,13.3
Os caminhos da Ciência,ENGENHARIA DE PRODUÇÃO,Básico,Projetos,14.7
" Show Business",MARKETING,Técnico,Marketing,14
" Show Business",GESTÃO DE RECURSOS HUMANOS,Técnico,Marketing,8
Comportamento Econômico,MARKETING,Básico,Finanças e Economia,9.299999999999999
Comportamento Econômico,GESTÃO DE RECURSOS HUMANOS,Básico,Finanças e Economia,15.2
A Jogatina das Décadas,ENGENHARIA DE COMPUTAÇÃO,Técnico,Game Development,0
"Programação Web para Todos ",JOGOS DIGITAIS,Técnico,"Software, Programação e Dados",8.2
Da Pilha de Café à Fila de Supermercado,JOGOS DIGITAIS,Técnico,"Software, Programação e Dados",9.7
SUPPLY CHAIN,SISTEMAS DE INFORMAÇÃO,Básico,Logística,11.3
SUPPLY CHAIN,ENGENHARIA CIVIL,Básico,Logística,15.7
SUPPLY CHAIN,ENGENHARIA DE PRODUÇÃO,Básico,Logística,14
Cultura e Clima Organizacional: Como Funciona na Prática,CIÊNCIAS CONTÁBEIS,Técnico,Gestão de Pessoas,18
Introdução a Governança de TI,JOGOS DIGITAIS,Complementar,Tecnologia da Informação,7.9
SUA EMPRESA SEM FRONTEIRAS,COMÉRCIO EXTERIOR,Técnico,Logística,52
ELETIVA IV - METODOLOGIA DE PESQUISA EM ADMINISTRAÇÃO,ADMINISTRACAO,Complementar,Sociedade e Mundo,39.400000000000006
QUER TER UMA CARREIRA DE SUCESSO?,MARKETING,Técnico,Gestão de Pessoas,27
QUER TER UMA CARREIRA DE SUCESSO?,COMÉRCIO EXTERIOR,Técnico,Gestão de Pessoas,25
SEJA O LÍDER QUE TODOS QUEREM TER!,CIÊNCIAS CONTÁBEIS,Técnico,Gestão de Pessoas,24
QUER TER UMA CARREIRA DE SUCESSO?,CIÊNCIAS CONTÁBEIS,Técnico,Gestão de Pessoas,26
EUREKA! EUREKA! DESCOBRI A FÓRMULA DA COCA COLA!,SISTEMAS DE INFORMAÇÃO,Técnico,Estratégia e Negociação,50.8
EUREKA! EUREKA! DESCOBRI A FÓRMULA DA COCA COLA!,JOGOS DIGITAIS,Técnico,Estratégia e Negociação,66.5
Empresas Competitivas,MARKETING,Técnico,Tecnologia da Informação,26.3
Descobrindo o mercado internacional,COMÉRCIO EXTERIOR,Técnico,Logística,50.1
Conversando com os dados,ENGENHARIA DE PRODUÇÃO,Quantitativo,"Software, Programação e Dados",53.3
AUTOCAD PARA PRINCIPIANTES,ENGENHARIA DE PRODUÇÃO,Técnico,Tecnologia da Informação,57
CONTADOR RAIZ X CONTADOR NUTELLA,COMÉRCIO EXTERIOR,Básico,Finanças e Economia,19.5
"Guarda Livros...Mas os Livros Sumiram!""",COMÉRCIO EXTERIOR,Técnico,Contabilidade,33
ME CONTE UMA HISTÓRIA - PERSONAGENS E NARRATIVA,ADMINISTRACAO,Básico,Sociedade e Mundo,25.7
AQUILO QUE PERTENCE AO CARÁTER - ÉTICA,COMÉRCIO EXTERIOR,Básico,Sociedade e Mundo,13.3
O JEITINHO BRASILEIRO: SOCIEDADE E CULTURA,SISTEMAS DE INFORMAÇÃO,Básico,Sociedade e Mundo,21.8
Dominando o Mundo com a Lógica,ENGENHARIA AMBIENTAL,Quantitativo,Tecnologia da Informação,18.5
O MAGO DAS NEGOCIAÇÕES,MARKETING,Técnico,Estratégia e Negociação,28
O MAGO DAS NEGOCIAÇÕES,COMÉRCIO EXTERIOR,Técnico,Estratégia e Negociação,18
ELETIVA I - EMPREENDEDORISMO,GESTÃO DE RECURSOS HUMANOS,Complementar,Estratégia e Negociação,29.8
ADMINISTRACAO MERCADOLÓGICA II,SISTEMAS DE INFORMAÇÃO,Técnico,Marketing,24.1
"A CLT MUDOU, E DAÍ?",GESTÃO DE RECURSOS HUMANOS,Básico,Sociedade e Mundo,19.5
CONTABILIDADE GERENCIAL,SISTEMAS DE INFORMAÇÃO,Quantitativo,Contabilidade,21.5
"INTELIGÊNCIA ARTIFICIAL, O SEU COMPUTADOR PODE PENSAR!",ENGENHARIA DE COMPUTAÇÃO,Técnico,"Software, Programação e Dados",24.5
ADMINISTRACAO DE PRODUÇÃO E MATERIAIS,SISTEMAS DE INFORMAÇÃO,Técnico,Produção,25.5
DOMINANDO O MUNDO COM A LÓGICA,JOGOS DIGITAIS,Quantitativo,Raciocínio Lógico e Matemático,14.5
DOMINANDO O MUNDO COM A LÓGICA,ENGENHARIA DE PRODUÇÃO,Quantitativo,Raciocínio Lógico e Matemático,23.3
ESTÁGIO SUPERVISIONADO I,SISTEMAS DE INFORMAÇÃO,Área de conhecimento desconhecido,Área funcional desconhecida,40.5
TEORIA GERAL DE SISTEMAS,ENGENHARIA DE COMPUTAÇÃO,Técnico,Tecnologia da Informação,9.7
FLASH BACK DE MATEMÁTICA (4ª FEIRA),GESTÃO DE RECURSOS HUMANOS,Quantitativo,Raciocínio Lógico e Matemático,11.6
FLASH BACK DE MATEMÁTICA (4ª FEIRA),ENGENHARIA DE COMPUTAÇÃO,Quantitativo,Raciocínio Lógico e Matemático,36.6
VENHA SEM MEDO (6ª FEIRA),COMÉRCIO EXTERIOR,Quantitativo,Raciocínio Lógico e Matemático,7.5
FLASH BACK DE MATEMÁTICA (6ª FEIRA),ADMINISTRACAO,Quantitativo,Raciocínio Lógico e Matemático,26
SISTEMAS OPERACIONAIS,ENGENHARIA DE COMPUTAÇÃO,Técnico,"Software, Programação e Dados",14
WWM 1 - World Wide Marketing 1,COMÉRCIO EXTERIOR,Técnico,Marketing,44.10000000000001
"Universitários da Esperança, somos o futuro!",MARKETING,Complementar,Estratégia e Negociação,10
WhatZap& Negócios,GESTÃO DE RECURSOS HUMANOS,Técnico,Estratégia e Negociação,54
Exportar é o que importa!,MARKETING,Técnico,Logística,16.7
"A Revolução Digital ",ENGENHARIA CIVIL,Técnico,Tecnologia da Informação,0
STN & PAT,SISTEMAS DE INFORMAÇÃO,Básico,Sociedade e Mundo,12.5
Minimizando Riscos!,MARKETING,Técnico,Estratégia e Negociação,17.5
METODOLOGIA DESCOMPLICADA,GESTÃO DE RECURSOS HUMANOS,Básico,Sociedade e Mundo,14.6
METODOLOGIA DESCOMPLICADA,MARKETING,Básico,Sociedade e Mundo,20
LEALDADE: O PARCEIRO CERTO PARA SEU NEGÓCIO,ENGENHARIA CIVIL,Técnico,Marketing,11.7
Quanto você quer ganhar?,ENGENHARIA CIVIL,Técnico,Gestão de Pessoas,8.5
Orátória & Retórica - As melhores dicas para você falar bem.,ENGENHARIA DE COMPUTAÇÃO,Básico,Sociedade e Mundo,9.5
Orátória & Retórica - As melhores dicas para você falar bem.,COMÉRCIO EXTERIOR,Básico,Sociedade e Mundo,18
Guerra dos mundos,COMÉRCIO EXTERIOR,Complementar,Produção,7
A ELETRICIDADE E MAIS ALÉM,JOGOS DIGITAIS,Quantitativo,Física e Química,9
De Rondônia para o Mundo,SISTEMAS DE INFORMAÇÃO,Técnico,Logística,16.5
ESTATISTICA II,SISTEMAS DE INFORMAÇÃO,Quantitativo,Raciocínio Lógico e Matemático,19
ESTRATÉGIAS PARA OBTER A NOTA MÁXIMA,SISTEMAS DE INFORMAÇÃO,Técnico,Sociedade e Mundo,7
Equipes Talentosas,SISTEMAS DE INFORMAÇÃO,Técnico,Gestão de Pessoas,20
ELETIVA III - RESPONSABILIDADE SOCIOAMBIENTAL,SISTEMAS DE INFORMAÇÃO,Área de conhecimento desconhecido,Área funcional desconhecida,17
"""APROVADO EM 8 CONCURSOS PÚBLICOS!"" O QUE ELE FEZ??",JOGOS DIGITAIS,Técnico,Sociedade e Mundo,47
REDES DE COMPUTADORES I,SISTEMAS DE INFORMAÇÃO,Área de conhecimento desconhecido,Área funcional desconhecida,16.9
GESTÃO DE TI,SISTEMAS DE INFORMAÇÃO,Área de conhecimento desconhecido,Área funcional desconhecida,14.399999999999999
DESIGN THINKING: O PODER DA INOVAÇÃO 4.0,SISTEMAS DE INFORMAÇÃO,Complementar,Estratégia e Negociação,33.6
DESIGN THINKING: O PODER DA INOVAÇÃO 4.0,ENGENHARIA DE COMPUTAÇÃO,Complementar,Estratégia e Negociação,33.900000000000006
ADMINISTRACAO ESTRATÉGICA,SISTEMAS DE INFORMAÇÃO,Técnico,Estratégia e Negociação,22.3
"ARRAY, VETOR OU MATRIZ?",JOGOS DIGITAIS,Técnico,"Software, Programação e Dados",31.8
ADMINISTRAÇÃO DE RECURSOS HUMANOS II,SISTEMAS DE INFORMAÇÃO,Técnico,Gestão de Pessoas,27
"Guarda Livros...Mas os Livros Sumiram!""",MARKETING,Técnico,Contabilidade,14.5
"Guarda Livros...Mas os Livros Sumiram!""",GESTÃO DE RECURSOS HUMANOS,Técnico,Contabilidade,17
