nome_blox,course_name,area_do_conhecimento,area_funcional,nota
"Programação C++ Intermediária com Unreal ",JOGOS DIGITAIS,Técnico,Game Development,0
SER EXCELÊNCIA É ESSENCIAL!,ADMINISTRACAO,Técnico,Estratégia e Negociação,250.39999999999998
PROJETO INTEGRADOR II,ADMINISTRACAO,Área de conhecimento desconhecido,Área funcional desconhecida,154.8
DOMINANDO O MUNDO COM A LÓGICA,SISTEMAS DE INFORMAÇÃO,Quantitativo,Raciocínio Lógico e Matemático,169.10000000000002
AQUILO QUE PERTENCE AO CARÁTER - ÉTICA,GESTÃO DE RECURSOS HUMANOS,Básico,Sociedade e Mundo,69
Gestão de TI: NERD ou CEO?,ENGENHARIA DE COMPUTAÇÃO,Técnico,Tecnologia da Informação,83.69999999999999
GOOGLE X FACE - A BATALHA NA REDE!,ADMINISTRACAO,Técnico,Marketing,104.8
Eu Sei que Você pode Programar,JOGOS DIGITAIS,Técnico,"Software, Programação e Dados",67.30000000000001
"Segurança Para a Rede Não ""Cair""!",SISTEMAS DE INFORMAÇÃO,Técnico,Hardware e Redes,207.3
Comportamento Econômico,CIÊNCIAS CONTÁBEIS,Básico,Finanças e Economia,91.10000000000001
Comportamento Econômico,SISTEMAS DE INFORMAÇÃO,Básico,Finanças e Economia,92.30000000000001
"Atos do Comércio ",ADMINISTRACAO,Básico,Sociedade e Mundo,91.6
"Inteligência Artificial, com aplicações práticas!",JOGOS DIGITAIS,Técnico,Tecnologia da Informação,89
Cultura Empresarial,ADMINISTRACAO,Básico,Gestão de Pessoas,69.5
A ELETRICIDADE E MAIS ALÉM,ENGENHARIA CIVIL,Quantitativo,Física e Química,126.5
As Leis de Newton Continuam Funcionando?,ENGENHARIA DE COMPUTAÇÃO,Técnico,Fïsica e Química,78
"Array, Vetor ou Matriz?",JOGOS DIGITAIS,Técnico,"Software, Programação e Dados",78.89999999999999
Sistemas Operacionais: Indo Além,ENGENHARIA DE COMPUTAÇÃO,Complementar,"Software, Programação e Dados",80.5
Política salarial:  Ter ou não ter?,GESTÃO DE RECURSOS HUMANOS,Técnico,Gestão de Pessoas,79
Política salarial:  Ter ou não ter?,CIÊNCIAS CONTÁBEIS,Técnico,Gestão de Pessoas,74.5
Quer pagar quanto?,MARKETING,Técnico,Marketing,81.8
Introdução aos Sistemas Distribuídos,ENGENHARIA DE COMPUTAÇÃO,Técnico,Tecnologia da Informação,66.8
GERENCIE O SEU PROJETO DE FORMA ÁGIL,SISTEMAS DE INFORMAÇÃO,Técnico,Projetos,311
O MERCADO TE ESPERA! E AÍ? - ENADE,ADMINISTRACAO,Complementar,Estratégia e Negociação,189.5
CONVERSANDO COM OS RELATÓRIOS CONTÁBEIS,ADMINISTRACAO,Área de conhecimento desconhecido,Área funcional desconhecida,105.5
Desenho para Engenheiros - Parte 01,ENGENHARIA DE PRODUÇÃO,Básico,Design e Modelagem,86.30000000000001
LÓGICA COMPUTACIONAL: O PRINCÍPIO DE TUDO (2ª FEIRA),ENGENHARIA DE COMPUTAÇÃO,Quantitativo,Tecnologia da Informação,158
Começando a Programar Orientado a Objetos,ENGENHARIA DE COMPUTAÇÃO,Técnico,"Software, Programação e Dados",70.9
REDAÇÃO NOTA MIL- Saiba como escrever e se dar bem.,MARKETING,Básico,Sociedade e Mundo,34.5
CONTADOR RAIZ X CONTADOR NUTELLA,CIÊNCIAS CONTÁBEIS,Básico,Finanças e Economia,190.1
A Ética contábil aplicada as práticas contábeis.,ADMINISTRACAO,Técnico,Contabilidade,64.3
Socorro! Uma verdadeira equipe pede ajuda.,GESTÃO DE RECURSOS HUMANOS,Técnico,Gestão de Pessoas,81.6
"Treinar e desenvolver pessoas, qual a diferença?",ADMINISTRACAO,Técnico,Gestão de Pessoas,82
Como construir um plano incrível e extraordinário!,SISTEMAS DE INFORMAÇÃO,Técnico,Marketing,41.9
AS LEIS DE NEWTON FUNCIONAM NA PRÁTICA?,ENGENHARIA DE PRODUÇÃO,Técnico,Física e Química,97.5
Conversando com os Dados,ENGENHARIA DE PRODUÇÃO,Quantitativo,Raciocínio Lógico e Matemático,76.5
"Controlando as Finanças da Organização ",CIÊNCIAS CONTÁBEIS,Técnico,Finanças e Economia,0
Débito ou crédito? Como decido?,MARKETING,Técnico,Marketing,76
Plano de como acertar o alvo em movimento,ADMINISTRACAO,Técnico,Marketing,0
Plano de como acertar o alvo em movimento,MARKETING,Técnico,Marketing,0
Plano de como acertar o alvo em movimento,SISTEMAS DE INFORMAÇÃO,Técnico,Marketing,0
Programando Orientado a Objetos como um Profissional,ENGENHARIA DE COMPUTAÇÃO,Técnico,"Software, Programação e Dados",0
Engenharia: Profissão de Transformação,ENGENHARIA DE PRODUÇÃO,Técnico,Infraestrutura Civil,135.70000000000002
CONHECENDO AS REDES PARA NÃO FICAR OFF,SISTEMAS DE INFORMAÇÃO,Técnico,Hardware e Redes,186.6
TRANSFORMANDO OS PIXELS EM RESULTADO,ADMINISTRACAO,Técnico,Marketing,96.5
Dominando o Mundo com a Lógica,ENGENHARIA CIVIL,Quantitativo,Tecnologia da Informação,106.5
CLUBE DA MATEMÁTICA,ENGENHARIA AMBIENTAL,Quantitativo,Raciocínio Lógico e Matemático,15.9
"A Revolução Digital ",ENGENHARIA DE COMPUTAÇÃO,Técnico,Tecnologia da Informação,28.9
E-COMMERCE: DESCOBRINDO O MAPA DA MINA,SISTEMAS DE INFORMAÇÃO,Técnico,Materiais,144.6
"EaD - Uma Marca em Minha Vida ",SISTEMAS DE INFORMAÇÃO,Técnico,Marketing,42
Equipe 100%,GESTÃO DE RECURSOS HUMANOS,Técnico,Gestão de Pessoas,69.5
Engenheiro Legal,ENGENHARIA DE PRODUÇÃO,Básico,Sociedade e Mundo,117.9
TEORIA DAS ORGANIZAÇÕES,ADMINISTRACAO,Básico,Estratégia e Negociação,97.99999999999999
Levantando Informações e Requisitos para o seu Sof,ENGENHARIA DE COMPUTAÇÃO,Técnico,"Software, Programação e Dados",76.2
"""APROVADO EM 8 CONCURSOS PÚBLICOS! - O QUE ELE FEZ?",CIÊNCIAS CONTÁBEIS,Básico,Sociedade e Mundo,119
ELETIVA II - METODOLOGIA CIENTÍFICA E DA PESQUISA,ADMINISTRACAO,Complementar,Sociedade e Mundo,66.2
"REDES NEURAIS, AMPLIE SEUS HORIZONTES",SISTEMAS DE INFORMAÇÃO,Técnico,Estratégia e Negociação,192.59999999999997
REDAÇÃO NOTA MIL- Saiba como escrever e se dar bem.,GESTÃO DE RECURSOS HUMANOS,Básico,Sociedade e Mundo,62
Aprovado em 8 Concursos Públicos: o que ele fez?,MARKETING,Complementar,Sociedade e Mundo,63.8
EU SEI QUE VOCÊ PODE PROGRAMAR,ENGENHARIA DE COMPUTAÇÃO,Técnico,"Software, Programação e Dados",171.7
AGORA É COMPETÊNCIA!,ADMINISTRACAO,Técnico,Gestão de Pessoas,172.7
GARANTA SUA VAGA NO MERCADO,ADMINISTRACAO,Técnico,Gestão de Pessoas,145
PORQUE EU AMO GAME DESIGN,SISTEMAS DE INFORMAÇÃO,Técnico,Game Development,130
A ELETRICIDADE E SEUS CONCEITOS,ENGENHARIA DE COMPUTAÇÃO,Quantitativo,Física e Química,216
"Administrando as Finanças da Organização ",CIÊNCIAS CONTÁBEIS,Técnico,Finanças e Economia,67.5
"Administrando as Finanças da Organização ",SISTEMAS DE INFORMAÇÃO,Técnico,Finanças e Economia,73.7
Flash Back de Matemática,ENGENHARIA DE COMPUTAÇÃO,Quantitativo,Raciocínio Lógico e Matemático,84.39999999999999
Desempenhando um Bom  Controle Contábil,ADMINISTRACAO,Técnico,Contabilidade,67.19999999999999
Amante da Sabedoria,ENGENHARIA DE COMPUTAÇÃO,Básico,Sociedade e Mundo,76.8
Calculando Minhas Probabilidades de Ganhar Sempre,ADMINISTRACAO,Quantitativo,Raciocínio Lógico e Matemático,85.49999999999999
Calculando Minhas Probabilidades de Ganhar Sempre,ENGENHARIA DE COMPUTAÇÃO,Quantitativo,Raciocínio Lógico e Matemático,92
GERENCIAMENTO DE PROJETOS,ENGENHARIA CIVIL,Técnico,Projetos,113.2
Desenvolvendo Competências do Engenheiro,ENGENHARIA DE PRODUÇÃO,Básico,"Software, Programação e Dados",81.69999999999999
"O ""Como"" e o ""Por que"" dos Materiais",ENGENHARIA DE PRODUÇÃO,Técnico,Materiais,54.199999999999996
JUNTANDO AS CAIXINHAS,ADMINISTRACAO,Complementar,Estratégia e Negociação,151.09999999999997
Metodologia Científica II,GESTÃO DE RECURSOS HUMANOS,Básico,Sociedade e Mundo,0
PROFISSIONALIZE SUA EMPRESA,CIÊNCIAS CONTÁBEIS,Técnico,Estratégia e Negociação,0
Agora é Compêtência!,SISTEMAS DE INFORMAÇÃO,Técnico,Gestão de Pessoas,0
Educação corporativa é a bola da vez: Treinamento,ADMINISTRACAO,Técnico,Gestão de Pessoas,0
Educação corporativa é a bola da vez: Treinamento,GESTÃO DE RECURSOS HUMANOS,Técnico,Gestão de Pessoas,0
A comunicação na gestão organizacional,GESTÃO DE RECURSOS HUMANOS,Técnico,Gestão de Pessoas,0
Seja Seguro e Auditável: utilizando ferramentas,ENGENHARIA DE COMPUTAÇÃO,Técnico,Tecnologia da Informação,0
Aprovado em 8 Concursos Públicos: o que ele fez?,GESTÃO DE RECURSOS HUMANOS,Complementar,Sociedade e Mundo,68.5
AQUILO QUE PERTENCE AO CARÁTER - ÉTICA,ENGENHARIA CIVIL,Básico,Sociedade e Mundo,48.3
Programação Avançada com Banco de Dados e Relatórios,ENGENHARIA DE COMPUTAÇÃO,Técnico,"Software, Programação e Dados",0
REDAÇÃO NOTA MIL - SAIBA COMO ESCREVER E SE DAR BEM,CIÊNCIAS CONTÁBEIS,Básico,Sociedade e Mundo,121.69999999999999
Cultura e Clima Organizacional: Como Funciona na Prática,GESTÃO DE RECURSOS HUMANOS,Técnico,Gestão de Pessoas,85
Blue Prints Avançado,JOGOS DIGITAIS,Técnico,Game Development,86.8
Introdução a Governança de TI,ENGENHARIA DE COMPUTAÇÃO,Complementar,Tecnologia da Informação,79.1
"Programando com Interface Gráfica e Banco de Dados ",SISTEMAS DE INFORMAÇÃO,Técnico,Design e Modelagem,196.2
Aprimorando no Blueprints,JOGOS DIGITAIS,Técnico,Tecnologia da Informação,142
DESIGN THINKING: O PODER DA INOVAÇÃO 4.0,ENGENHARIA CIVIL,Complementar,Estratégia e Negociação,184.70000000000002
FERRAMENTAS E TÉCNICAS JEDI DAS REDES,SISTEMAS DE INFORMAÇÃO,Técnico,Hardware e Redes,165.5
Amante da Sabedoria,MARKETING,Básico,Sociedade e Mundo,87.4
A JOGATINA DAS DÉCADAS,SISTEMAS DE INFORMAÇÃO,Técnico,Estratégia e Negociação,137.10000000000002
A MATEMÁTICA DAS PIRÂMIDES DO EGITO,ENGENHARIA DE PRODUÇÃO,Quantitativo,Raciocínio Lógico e Matemático,97
O Labirinto das Obras Públicas,ENGENHARIA CIVIL,Complementar,Projetos,39.8
Clube da Matemática II,ENGENHARIA DE COMPUTAÇÃO,Quantitativo,Raciocínio Lógico e Matemático,73.80000000000001
"Faça amor, não faça guerra",MARKETING,Técnico,Estratégia e Negociação,74.5
On ou off não importa! A comunicação tem que ser Integrada.,MARKETING,Técnico,Marketing,62.2
Computação Gráfica e mais Além,SISTEMAS DE INFORMAÇÃO,Técnico,Game Development,46
Vendas Ferramenta para Conquistar o Cliente,MARKETING,Técnico,Marketing,57.1
Me conte uma história - Personagem e Narrativa,SISTEMAS DE INFORMAÇÃO,Técnico,Game Development,29.599999999999998
Ser ou Não Ser? De Risc a PC,JOGOS DIGITAIS,Técnico,Hardware e Redes,59.3
Quer pagar quanto?,ADMINISTRACAO,Técnico,Marketing,74
Para que Psicologia no Trabalho?,SISTEMAS DE INFORMAÇÃO,Básico,Sociedade e Mundo,76.5
ELETIVA II - ACADEMIA ORACLE,SISTEMAS DE INFORMAÇÃO,Área de conhecimento desconhecido,Área funcional desconhecida,92.8
Seja a pessoa certa para o lugar certo,GESTÃO DE RECURSOS HUMANOS,Técnico,Gestão de Pessoas,84
Blueprints Intermediário,JOGOS DIGITAIS,Técnico,"Software, Programação e Dados",76
"Redes for dummies, conhecendo as conexões.",SISTEMAS DE INFORMAÇÃO,Técnico,Hardware e Redes,221.10000000000002
Atitude e Gestão Organizacional,GESTÃO DE RECURSOS HUMANOS,Técnico,Gestão de Pessoas,71.5
LINGUAGEM EMPRESARIAL,ADMINISTRACAO,Básico,Sociedade e Mundo,123.99999999999997
DE GRAVETO A CÓDIGO BINÁRIO,ENGENHARIA DE COMPUTAÇÃO,Técnico,Tecnologia da Informação,83.7
Se Garanta no Processo Seletivo,CIÊNCIAS CONTÁBEIS,Técnico,Gestão de Pessoas,80
Profissionalize sua Empresa,GESTÃO DE RECURSOS HUMANOS,Técnico,Estratégia e Negociação,72
LEALDADE: O PARCEIRO CERTO PARA SEU NEGÓCIO,MARKETING,Técnico,Marketing,33.7
ORÇAMENTO E PLANEJAMENTO FINANCEIRO,ADMINISTRACAO,Quantitativo,Finanças e Economia,118.69999999999999
Conversando com os dados,ENGENHARIA CIVIL,Quantitativo,"Software, Programação e Dados",204.70000000000005
MENSAGEM OU CANAL?,SISTEMAS DE INFORMAÇÃO,Técnico,Marketing,45
Programação C++ com Unreal,JOGOS DIGITAIS,Técnico,Game Development,80
Como construir um plano incrível e extraordinário!,ADMINISTRACAO,Técnico,Marketing,50.3
Comunicação de Relacionamento e o Ambiente Feliz de Trabalho,SISTEMAS DE INFORMAÇÃO,Técnico,Gestão de Pessoas,54.5
Comunicação de Relacionamento e o Ambiente Feliz de Trabalho,GESTÃO DE RECURSOS HUMANOS,Técnico,Gestão de Pessoas,59.5
Ser Líder ou  Chefe?,ADMINISTRACAO,Técnico,Gestão de Pessoas,252.3
AGORA É 3D,ENGENHARIA CIVIL,Complementar,Projetos,63.8
Começando na Computação Gráfica,JOGOS DIGITAIS,Técnico,Design e Modelagem,70.7
"O PINGUIM, OS SERVIDORES E AS APLICAÇÕES EM NUVEM",SISTEMAS DE INFORMAÇÃO,Técnico,"Software, Programação e Dados",147.5
Engenheiro Legal,ENGENHARIA AMBIENTAL,Básico,Sociedade e Mundo,27.1
Consultoria - Eleve o potencial competitivo das empresas,MARKETING,Técnico,Estratégia e Negociação,52.599999999999994
AQUILO QUE PERTENCE AO CARÁTER - ÉTICA,MARKETING,Básico,Sociedade e Mundo,59.5
A MAGIA DOS TRIBUTOS,CIÊNCIAS CONTÁBEIS,Básico,Sociedade e Mundo,214
Quem quer ser um milionário?,CIÊNCIAS CONTÁBEIS,Técnico,Finanças e Economia,225.8
"EAD - Direito Empresarial, Tecnologia e Mercado",ADMINISTRACAO,Complementar,Tecnologia da Informação,0
Criação de Documentos e Diagramas de um Sistema Computadorizado,ENGENHARIA DE COMPUTAÇÃO,Técnico,"Software, Programação e Dados",0
NEGÓCIOS FAMILIARES,GESTÃO DE RECURSOS HUMANOS,Técnico,Estratégia e Negociação,64.2
Desenvolvendo Competências do Engenheiro,ENGENHARIA AMBIENTAL,Básico,"Software, Programação e Dados",34.8
Administrando Produção e Materiais,ADMINISTRACAO,Técnico,Produção,51.2
Administrando Produção e Materiais,ENGENHARIA DE PRODUÇÃO,Técnico,Produção,63.4
"Faça amor, não faça guerra",GESTÃO DE RECURSOS HUMANOS,Técnico,Estratégia e Negociação,64.5
Macroeconomia para todos,SISTEMAS DE INFORMAÇÃO,Básico,Finanças e Economia,67.4
Fazendo a Diferença,GESTÃO DE RECURSOS HUMANOS,Complementar,Estratégia e Negociação,58.5
AUTOCAD PARA PRINCIPIANTES,ENGENHARIA CIVIL,Técnico,Tecnologia da Informação,240
Atuações no Departamento Pessoal e Práticas Trabalhistas,GESTÃO DE RECURSOS HUMANOS,Técnico,Gestão de Pessoas,78
MEU PROJETO DE VIDA: PLANEJAMENTO/ELABORAÇÃO/ANÁLISE,ENGENHARIA DE PRODUÇÃO,Técnico,Projetos,86.8
ELETIVA I - METODOLOGIA CIENTÍFICA E DA PESQUISA,ADMINISTRACAO,Complementar,Sociedade e Mundo,87.4
Ficar Milionário é fácil quero ver ficar Bilionário!,ADMINISTRACAO,Quantitativo,Raciocínio Lógico e Matemático,75.5
ERGONOMIA DE SISTEMAS (EAD),SISTEMAS DE INFORMAÇÃO,Técnico,"Software, Programação e Dados",157.39999999999998
Gerenciando Aplicações em Containers com Kubernetes,ENGENHARIA DE COMPUTAÇÃO,Complementar,"Software, Programação e Dados",40.5
SALVANDO O AÇAÍ!!,ADMINISTRACAO,Complementar,Estratégia e Negociação,200
A Sabedoria dos Talheres,ADMINISTRACAO,Técnico,Marketing,151.8
Flash Back de Matemática,ENGENHARIA CIVIL,Quantitativo,Raciocínio Lógico e Matemático,94.7
"Modelagem 3D: Luz, Camera e Ação",ENGENHARIA DE COMPUTAÇÃO,Técnico,Design e Modelagem,7
REDAÇÃO NOTA MIL- Saiba como escrever e se dar bem.,JOGOS DIGITAIS,Básico,Sociedade e Mundo,48
Programando com Interface Gráfica e Banco de Dados,ENGENHARIA DE COMPUTAÇÃO,Técnico,"Software, Programação e Dados",63.3
Primeiros passos na Modelagem 3D,ENGENHARIA DE COMPUTAÇÃO,Técnico,Design e Modelagem,49
Se Garanta no Processo Seletivo,GESTÃO DE RECURSOS HUMANOS,Técnico,Gestão de Pessoas,72.5
Negociação Inteligente,GESTÃO DE RECURSOS HUMANOS,Técnico,Estratégia e Negociação,43.1
Resultados $ medidos por pixels,SISTEMAS DE INFORMAÇÃO,Técnico,Marketing,63
Resultados $ medidos por pixels,MARKETING,Técnico,Marketing,69.5
WWM 1 - World Wide Marketing 1,ADMINISTRACAO,Técnico,Marketing,221.1
METODOLOGIA DESCOMPLICADA,ENGENHARIA DE PRODUÇÃO,Básico,Sociedade e Mundo,79.60000000000001
LÓGICA COMPUTACIONAL: O PRINCÍPIO DE TUDO (2ª FEIRA),SISTEMAS DE INFORMAÇÃO,Quantitativo,Tecnologia da Informação,117.8
PROJETO INTEGRADOR I,ADMINISTRACAO,Área de conhecimento desconhecido,Área funcional desconhecida,33.699999999999996
Gerenciando seu Banco de Dados,SISTEMAS DE INFORMAÇÃO,Técnico,"Software, Programação e Dados",179.50000000000006
VENHA SEM MEDO (4ª FEIRA),ADMINISTRACAO,Quantitativo,Raciocínio Lógico e Matemático,95.8
EUREKA! EUREKA! DESCOBRI A FÓRMULA DA COCA COLA!,ADMINISTRACAO,Técnico,Estratégia e Negociação,249.29999999999995
Equipes Talentosas,ADMINISTRACAO,Técnico,Gestão de Pessoas,246
Inglês,MARKETING,Básico,Sociedade e Mundo,44.5
"Metodologia Científica ",GESTÃO DE RECURSOS HUMANOS,Básico,Sociedade e Mundo,50.6
MENSAGEM OU CANAL?,MARKETING,Técnico,Marketing,54.6
Socorro! Uma verdadeira equipe pede ajuda.,ENGENHARIA DE PRODUÇÃO,Técnico,Gestão de Pessoas,60
Agro.export,GESTÃO DE RECURSOS HUMANOS,Técnico,Estratégia e Negociação,55
DE GRAVETO A CÓDIGO BINÁRIO,JOGOS DIGITAIS,Técnico,Tecnologia da Informação,57.7
É um lance de Química,ENGENHARIA DE PRODUÇÃO,Técnico,Física e Química,57
TÓPICOS ESPECIAIS EM ADMINISTRAÇÃO I (EAD),ADMINISTRACAO,Complementar,Projetos,150.3
"Atos do Comércio ",SISTEMAS DE INFORMAÇÃO,Básico,Sociedade e Mundo,21.6
Como construir um plano incrível e extraordinário!,MARKETING,Técnico,Marketing,53.3
"Inteligência Artificial, com aplicações práticas!",ENGENHARIA DE COMPUTAÇÃO,Técnico,Tecnologia da Informação,65.5
LÓGICA COMPUTACIONAL O PRINCÍPIO DE TUDO,JOGOS DIGITAIS,Quantitativo,Tecnologia da Informação,100
Algoritmos para Organizar e Procurar Melhor,JOGOS DIGITAIS,Técnico,"Software, Programação e Dados",15.5
Venha sem medo,ENGENHARIA CIVIL,Quantitativo,Raciocínio Lógico e Matemático,48
Ticket de Negócios,SISTEMAS DE INFORMAÇÃO,Técnico,Logística,55
GERENCIE O SEU PROJETO DE FORMA ÁGIL,ENGENHARIA DE COMPUTAÇÃO,Técnico,Projetos,211
AUTOCAD PARA PRINCIPIANTES,ENGENHARIA DE COMPUTAÇÃO,Técnico,Tecnologia da Informação,230.39999999999998
Cultura Empresarial,SISTEMAS DE INFORMAÇÃO,Básico,Gestão de Pessoas,39.6
"Universitários da Esperança, somos o futuro!",CIÊNCIAS CONTÁBEIS,Complementar,Estratégia e Negociação,36
GOOGLE X FACE - A BATALHA NA REDE!,SISTEMAS DE INFORMAÇÃO,Técnico,Marketing,96.39999999999999
O Despertar,MARKETING,Complementar,Projetos,38
O Despertar,COMÉRCIO EXTERIOR,Complementar,Projetos,46.5
SOLUÇÕES FINANCEIRAS,ADMINISTRACAO,Quantitativo,Finanças e Economia,171.29999999999998
Dominando o Mundo com a Lógica,ADMINISTRACAO,Quantitativo,Tecnologia da Informação,66.3
METODOLOGIA CIENTÍFICA,ADMINISTRACAO,Complementar,Sociedade e Mundo,106.4
HERMENÊUTICA JURÍDICA,ADMINISTRACAO,Básico,Sociedade e Mundo,93.5
LÓGICA COMPUTACIONAL: O PRINCÍPIO DE TUDO (2ª FEIRA),ENGENHARIA CIVIL,Quantitativo,Tecnologia da Informação,97.1
Equações Geométricas,ENGENHARIA CIVIL,Quantitativo,Raciocínio Lógico e Matemático,58.800000000000004
NEGÓCIOS FAMILIARES,MARKETING,Técnico,Estratégia e Negociação,46
"Tenho uma vó chamada Terra ",ENGENHARIA DE COMPUTAÇÃO,Complementar,Ciências do Ambiente,43
Criando valor para a Internacionalização,COMÉRCIO EXTERIOR,Técnico,Logística,61.9
Estratégia de Sísifo,SISTEMAS DE INFORMAÇÃO,Técnico,Estratégia e Negociação,47.7
Conhecendo as Redes Neurais,ENGENHARIA DE COMPUTAÇÃO,Técnico,Tecnologia da Informação,49
METODOLOGIA DESCOMPLICADA,SISTEMAS DE INFORMAÇÃO,Básico,Sociedade e Mundo,15
Governança de TI aplicando ITIL,ENGENHARIA DE COMPUTAÇÃO,Complementar,Tecnologia da Informação,55.8
Metodologia Científica II,CIÊNCIAS CONTÁBEIS,Básico,Sociedade e Mundo,0
Economia II,GESTÃO DE RECURSOS HUMANOS,Técnico,Finanças e Economia,0
Inglês II,MARKETING,Básico,Sociedade e Mundo,0
NEGÓCIOS FAMILIARES,COMÉRCIO EXTERIOR,Técnico,Estratégia e Negociação,71.5
NOSSO SOLO SAGRADO,ENGENHARIA AMBIENTAL,Técnico,Ciências do Ambiente,0
Equações Diferenciais Ordinárias,ENGENHARIA DE COMPUTAÇÃO,Quantitativo,Raciocínio Lógico e Matemático,0
Sistemas Distribuídos: Aplicações e Projetos,ENGENHARIA DE COMPUTAÇÃO,Técnico,Tecnologia da Informação,0
Profissionalize sua Empresa,COMÉRCIO EXTERIOR,Técnico,Estratégia e Negociação,61.7
DESENHO PARA ENGENHEIROS,ENGENHARIA DE COMPUTAÇÃO,Técnico,Design e Modelagem,155.8
Calculando minhas probabilidades de ganhar sempre,ENGENHARIA AMBIENTAL,Quantitativo,Raciocínio Lógico e Matemático,8.3
CONTADOR RAIZ X CONTADOR NUTELLA,ADMINISTRACAO,Básico,Finanças e Economia,99.19999999999999
O VOO DA ÁGUIA,GESTÃO DE RECURSOS HUMANOS,Complementar,Estratégia e Negociação,71
Se Garanta no Processo Seletivo,SISTEMAS DE INFORMAÇÃO,Técnico,Gestão de Pessoas,44
Negociação Inteligente,MARKETING,Técnico,Estratégia e Negociação,38
DEPARTAMENTO PESSOAL E A PESSOALIDADE DOS CÁLCULOS,GESTÃO DE RECURSOS HUMANOS,Técnico,Gestão de Pessoas,49.3
ELETIVA II - RESPONSABILIDADE SOCIOAMBIENTAL,ADMINISTRACAO,Complementar,Sociedade e Mundo,122.7
CONTABILIDADE GERENCIAL E CUSTOS,ADMINISTRACAO,Quantitativo,Contabilidade,91.49999999999999
WhatZap& Negócios,ADMINISTRACAO,Técnico,Estratégia e Negociação,216
CONTABILIDADE,ADMINISTRACAO,Quantitativo,Contabilidade,113.19999999999999
SUA EMPRESA SEM FRONTEIRAS,ADMINISTRACAO,Técnico,Logística,171.99999999999997
Gestão de TI: NERD ou CEO?,JOGOS DIGITAIS,Técnico,Tecnologia da Informação,46.2
Se liga na ideia,GESTÃO DE RECURSOS HUMANOS,Técnico,Marketing,47
DA GEOLOGIA UMA INTRODUÇÃO,ENGENHARIA AMBIENTAL,Técnico,Ciências do Ambiente,49.5
GERENCIAMENTO DE PROJETOS,SISTEMAS DE INFORMAÇÃO,Técnico,Projetos,78.9
GOOGLE X FACE - A BATALHA NA REDE!,ENGENHARIA CIVIL,Técnico,Marketing,79
AGORA É 3D,ENGENHARIA DE COMPUTAÇÃO,Complementar,Projetos,58
Temperatura Maxxima,ENGENHARIA DE PRODUÇÃO,Técnico,Física e Química,52
Temperatura Maxxima,ENGENHARIA DE COMPUTAÇÃO,Técnico,Física e Química,57.5
Começando na Computação Gráfica,ENGENHARIA DE COMPUTAÇÃO,Técnico,Design e Modelagem,53.50000000000001
Internacionalizando negócios,CIÊNCIAS CONTÁBEIS,Técnico,Logística,50
Descobrindo o mercado internacional,ADMINISTRACAO,Técnico,Logística,178.6
METODOLOGIA DESCOMPLICADA,ADMINISTRACAO,Básico,Sociedade e Mundo,27.1
Alice no País da Programação,SISTEMAS DE INFORMAÇÃO,Técnico,"Software, Programação e Dados",72.5
A MAGIA DOS TRIBUTOS,ADMINISTRACAO,Básico,Sociedade e Mundo,176.1
O JEITINHO BRASILEIRO: SOCIEDADE E CULTURA,CIÊNCIAS CONTÁBEIS,Básico,Sociedade e Mundo,137.6
"Perceber, Motivar e Decidir",SISTEMAS DE INFORMAÇÃO,Básico,Sociedade e Mundo,49
Inglês,COMÉRCIO EXTERIOR,Básico,Sociedade e Mundo,49.5
"Metodologia Científica ",CIÊNCIAS CONTÁBEIS,Básico,Sociedade e Mundo,33
"Treinar e desenvolver pessoas, qual a diferença?",CIÊNCIAS CONTÁBEIS,Técnico,Gestão de Pessoas,48.8
Bye Bye Estoques,COMÉRCIO EXTERIOR,Técnico,Logística,50
Orátória & Retórica - As melhores dicas para você falar bem.,GESTÃO DE RECURSOS HUMANOS,Básico,Sociedade e Mundo,55.8
Atitude e Gestão Organizacional,SISTEMAS DE INFORMAÇÃO,Técnico,Gestão de Pessoas,59.5
SERÁ QUE SEI PESQUISAR? VAMOS APRENDER!,CIÊNCIAS CONTÁBEIS,Quantitativo,Finanças e Economia,81.00000000000001
Enigma Matemático,ENGENHARIA AMBIENTAL,Quantitativo,Raciocínio Lógico e Matemático,25.1
Débito ou crédito? Como decido?,GESTÃO DE RECURSOS HUMANOS,Técnico,Marketing,42.8
Desmistificando a Gestão da Tecnologia da Informação,ADMINISTRACAO,Técnico,Tecnologia da Informação,0
Calculando minhas probabilidades de ganhar sempre,CIÊNCIAS CONTÁBEIS,Quantitativo,Raciocínio Lógico e Matemático,34.5
MATEMÁTICA FINANCEIRA (EAD),SISTEMAS DE INFORMAÇÃO,Área de conhecimento desconhecido,Área funcional desconhecida,130.9
DESENHO TÉCNICO PARA ENGENHEIROS,ENGENHARIA CIVIL,Técnico,Design e Modelagem,117.9
SEJA O LÍDER QUE TODOS QUEREM TER!,GESTÃO DE RECURSOS HUMANOS,Técnico,Gestão de Pessoas,88.5
METODOLOGIA DE PESQUISA,SISTEMAS DE INFORMAÇÃO,Área de conhecimento desconhecido,Área funcional desconhecida,39.7
DIREITO EMPRESARIAL / SOCIAL / TRABALHISTA,ADMINISTRACAO,Básico,Sociedade e Mundo,121.5
CAFÉ COM POLÍTICA,ADMINISTRACAO,Básico,Sociedade e Mundo,122.8
