nome_blox,status,nome_curso,Record Count,area_conhecimento
Interligando redes de computadores,ongoing,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),24,1
Como é a sociedade brasileira?,cancelled,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),24,1
Inovar para o sucesso!,cancelled,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),24,1
Sistemas operacionais para leigos,ongoing,Pós-Graduação lato sensu em Processos Inovadores de Ensino e Aprendizagem na Educação Básica (Sesi),24,1
O comportamento humano,cancelled,Pós-Graduação lato sensu em Processos Inovadores de Ensino e Aprendizagem na Educação Básica (Sesi),24,1
Ferramentas para Educação Infantil,cancelled,Extensão em Negócios e Inovação,24,1
Cidadão consciente promove o desenvolvimento,pending,Extensão em Negócios e Inovação,24,1
Medindo o desempenho em Gestão de Pessoas,pending,Extensão em Negócios e Inovação,24,1
Medindo o desempenho em Gestão de Pessoas,ongoing,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),24,1
Avaliações internas e externas na educação,cancelled,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),24,1
Tudo que você precisa saber sobre logística reversa,ongoing,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),24,1
O que você precisa saber sobre Linguagem SQL,pending,Extensão em Negócios e Inovação,24,1
O que você precisa saber sobre Linguagem SQL,cancelled,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),24,1
Gestão do conhecimento,ongoing,Pós-Graduação em Controladoria e Finanças,22,1
Medindo o desempenho em Gestão de Pessoas,cancelled,Pós-Graduação em Gestão Educacional e Novas Tecnologias,22,1
A experiência do consumidor 4.0,ongoing,Pós-Graduação em Controladoria e Finanças,22,1
Introdução a Administração Financeira,cancelled,Pós-Graduação em Gestão Educacional e Novas Tecnologias,22,1
Impulsionando a captação de dinheiro para novos negócios,ongoing,Pós-Graduação em Controladoria e Finanças,22,1
Montando uma seleção excelente de profissionais,ongoing,Curso teste Unique,20,1
Gestão estratégica da tecnologia da informação,cancelled,Pós-Graduação em Gestão Educacional e Novas Tecnologias,20,1
Business Intelligence e Analytics,ongoing,Pós-Graduação em Controladoria e Finanças,20,1
Indicadores financeiros básicos,cancelled,Pós-Graduação em Gestão Educacional e Novas Tecnologias,20,1
Valorização profissional – Retenção de profissionais,cancelled,Pós-Graduação em Gestão Educacional e Novas Tecnologias,20,1
Indicadores financeiros básicos,ongoing,Pós-Graduação em Controladoria e Finanças,20,1
O líder desenvolvendo equipes,ongoing,Pós-Graduação em Controladoria e Finanças,20,1
"Gestão Ágil, Modular e Flexível",ongoing,Pós-Graduação em Controladoria e Finanças,20,1
Características e inteligências do líder na transformação digital,ongoing,Pós-Graduação em Controladoria e Finanças,20,1
"Ética e Responsabilidade Social ",ongoing,Pós-Graduação em Controladoria e Finanças,20,1
Uma caixa de ferramentas para o gerenciamento de projetos,ongoing,Pós-Graduação em Controladoria e Finanças,20,1
"Ética e Responsabilidade Social ",pending,Pós-Graduação em Gestão Empresarial,20,1
Organizações que mudam e evoluem,ongoing,Curso teste Unique,20,1
Planejar para empreender! Plano de negócios e Modelo de negócios,ongoing,Pós-Graduação em Liderança para Transformação Digital 4.0,19,1
Inovar para o sucesso!,cancelled,Pós-Graduação em Gestão Educacional e Novas Tecnologias,19,1
Inovar para o sucesso!,cancelled,Pós-Graduação em Liderança para Transformação Digital 4.0,19,1
Introdução a Administração Financeira,cancelled,Pós-Graduação em Gestão Estratégica de Pessoas,18,1
Gerenciamento de sistemas operacionais,pending,Extensão em Negócios e Inovação,18,1
Seja um coach,cancelled,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),18,1
Tipos e modelos de organizações,pending,Extensão em Negócios e Inovação,18,1
Uma caixa de ferramentas para o gerenciamento de projetos,cancelled,Pós-Graduação em Gestão Empresarial,18,1
Uma caixa de ferramentas para o gerenciamento de projetos,cancelled,Pós-Graduação em Gerenciamento de Projetos,18,1
Logística e a movimentação de materiais,pending,Extensão em Negócios e Inovação,18,1
Tudo que você precisa saber sobre logística reversa,cancelled,Pós-Graduação em Gestão Educacional e Novas Tecnologias,18,1
Os desafios da prática pedagógica no ensino da língua escrita,ongoing,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),18,1
O que é conhecimento?,cancelled,Pós-Graduação lato sensu em Processos Inovadores de Ensino e Aprendizagem na Educação Básica (Sesi),18,1
A Gestão de Pessoas Contemporânea,pending,Extensão em Negócios e Inovação,18,1
Comportamento organizacional,pending,Extensão em Negócios e Inovação,18,1
Juros e Empréstimos: a avaliação financeira de um projeto,cancelled,Pós-Graduação em Gerenciamento de Projetos,18,1
Todos conectados: redes de computadores,cancelled,Extensão em Negócios e Inovação,18,1
O que um gestor precisa saber sobre didática,cancelled,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),18,1
Matemática aplicada: Funções e equações,ongoing,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),18,1
O que é Educação Básica?,ongoing,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),18,1
Design Thinking: a busca por soluções,pending,Extensão em Negócios e Inovação,18,1
Comportamento organizacional,cancelled,Pós-Graduação em Gestão Empresarial,18,1
Seja um coach,ongoing,Pós-Graduação lato sensu em Processos Inovadores de Ensino e Aprendizagem na Educação Básica (Sesi),18,1
Contabilidade Para Não Contadores,cancelled,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),18,1
Indicadores financeiros básicos,cancelled,Pós-Graduação em Gestão Empresarial,18,1
Juros e Empréstimos: a avaliação financeira de um projeto,cancelled,Pós-Graduação em Liderança para Transformação Digital 4.0,18,1
Gestão da Qualidade de Softwares,cancelled,Extensão em Negócios e Inovação,18,1
Até onde vai o impacto da inovação na educação,cancelled,Pós-Graduação lato sensu em Processos Inovadores de Ensino e Aprendizagem na Educação Básica (Sesi),18,1
Comportamento organizacional,ongoing,Pós-Graduação em Gestão Estratégica de Pessoas,18,1
Entendendo Banco de Dados,cancelled,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),18,1
Refletindo sobre o nosso papel - como a filosofia nos ajuda a entender a sociedade,pending,Extensão em Negócios e Inovação,18,1
Fundamentos da pedagogia,cancelled,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),18,1
Entendendo Banco de Dados,ongoing,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),18,1
Demonstrativos financeiros e contábeis,cancelled,Pós-Graduação em Gestão Estratégica de Pessoas,18,1
O que você precisa saber sobre Linguagem SQL,cancelled,Pós-Graduação lato sensu em Processos Inovadores de Ensino e Aprendizagem na Educação Básica (Sesi),18,1
"Estratégia para a indústria 4.0 ",pending,Pós-Graduação em Gestão Empresarial,18,1
Cidadão consciente promove o desenvolvimento,pending,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),18,1
Inovar para o sucesso!,cancelled,Pós-Graduação lato sensu em Processos Inovadores de Ensino e Aprendizagem na Educação Básica (Sesi),18,1
"Ética e Responsabilidade Social ",pending,Extensão em Negócios e Inovação,18,1
Montando uma seleção excelente de profissionais,cancelled,Pós-Graduação em Gestão Empresarial,18,1
Aprender brincando: ludicidade e pensamento pedagógico,pending,Extensão em Negócios e Inovação,18,1
Entendendo as relações trabalhistas,cancelled,Pós-Graduação em Gestão Estratégica de Pessoas,18,1
Entendendo as relações trabalhistas,ongoing,Pós-Graduação em Gestão Estratégica de Pessoas,18,1
Gestão estratégica da tecnologia da informação,ongoing,Pós-Graduação em Liderança para Transformação Digital 4.0,17,1
A magia da negociação,cancelled,Pós-Graduação em Gestão Educacional e Novas Tecnologias,17,1
Montando uma seleção excelente de profissionais,cancelled,Pós-Graduação em Gestão Educacional e Novas Tecnologias,17,1
Montando uma seleção excelente de profissionais,pending,Pós-Graduação em Gestão Empresarial,15,1
Montando uma seleção excelente de profissionais,ongoing,Pós-Graduação em Liderança para Transformação Digital 4.0,15,1
A magia da negociação,cancelled,Pós-Graduação em Liderança para Transformação Digital 4.0,15,1
A magia da negociação,ongoing,Pós-Graduação em Controladoria e Finanças,15,1
Tecnologias Facilitadoras e exponenciais,cancelled,Pós-Graduação em Gestão Educacional e Novas Tecnologias,13,1
Inovar para o sucesso!,ongoing,Pós-Graduação em Gerenciamento de Projetos,13,1
Gerenciamento de portfólio: Escritório de Projetos,ongoing,Pós-Graduação em Gerenciamento de Projetos,13,1
Planejar para empreender! Plano de negócios e Modelo de negócios,cancelled,Pós-Graduação em Gestão Educacional e Novas Tecnologias,13,1
Gestão contábil e financeira,pending,Pós-Graduação em Gestão Empresarial,13,1
Matemática Financeira: Análise financeira de Juros,cancelled,Pós-Graduação em Gestão Educacional e Novas Tecnologias,13,1
Matemática aplicada: conceitos fundamentais,cancelled,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),12,1
"Gestão de Projetos Educacionais ",cancelled,Pós-Graduação em Gestão Educacional e Novas Tecnologias,12,1
Montando uma seleção excelente de profissionais,pending,Extensão em Negócios e Inovação,12,1
Gestão estratégica da tecnologia da informação,pending,Extensão em Negócios e Inovação,12,1
Tipos e modelos de organizações,pending,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),12,1
Gestão da Qualidade de Softwares,pending,Extensão em Negócios e Inovação,12,1
Os desafios da prática pedagógica no ensino da língua escrita,cancelled,Extensão em Negócios e Inovação,12,1
A magia da negociação,pending,Extensão em Negócios e Inovação,12,1
Montando uma seleção excelente de profissionais,ongoing,Pós-Graduação lato sensu em Processos Inovadores de Ensino e Aprendizagem na Educação Básica (Sesi),12,1
Gestão estratégica da tecnologia da informação,ongoing,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),12,1
O que um gestor precisa saber sobre didática,cancelled,Pós-Graduação lato sensu em Processos Inovadores de Ensino e Aprendizagem na Educação Básica (Sesi),12,1
Os desafios da prática pedagógica no ensino da língua escrita,pending,Extensão em Negócios e Inovação,12,1
Metodologias ágeis para desenvolvimento e melhoria de softwares,cancelled,Pós-Graduação lato sensu em Processos Inovadores de Ensino e Aprendizagem na Educação Básica (Sesi),12,1
Metodologias ágeis para desenvolvimento e melhoria de softwares,pending,Extensão em Negócios e Inovação,12,1
O que é Educação Infantil?,pending,Extensão em Negócios e Inovação,12,1
Gerenciamento de sistemas operacionais,ongoing,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),12,1
Analisando dados estatísticos,ongoing,Pós-Graduação lato sensu em Processos Inovadores de Ensino e Aprendizagem na Educação Básica (Sesi),12,1
Analisando dados estatísticos,ongoing,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),12,1
Avaliações internas e externas na educação,pending,Extensão em Negócios e Inovação,12,1
Layout industrial inteligente,cancelled,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),12,1
Fundamentos da pedagogia,cancelled,Pós-Graduação lato sensu em Processos Inovadores de Ensino e Aprendizagem na Educação Básica (Sesi),12,1
"Ética e Responsabilidade Social ",ongoing,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),12,1
Tecnologias Digitais e a escola do futuro,cancelled,Pós-Graduação em Gestão Educacional e Novas Tecnologias,12,1
Todos conectados: redes de computadores,ongoing,Pós-Graduação lato sensu em Processos Inovadores de Ensino e Aprendizagem na Educação Básica (Sesi),12,1
Sistemas operacionais para leigos,ongoing,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),12,1
Sistemas operacionais para leigos,cancelled,Pós-Graduação lato sensu em Processos Inovadores de Ensino e Aprendizagem na Educação Básica (Sesi),12,1
Inovar para o sucesso!,pending,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),12,1
Interligando redes de computadores,cancelled,Extensão em Negócios e Inovação,12,1
Interligando redes de computadores,pending,Extensão em Negócios e Inovação,12,1
O que é Educação Básica?,cancelled,Extensão em Negócios e Inovação,12,1
O comportamento humano,cancelled,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),12,1
O que é Direito Administrativo?,ongoing,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),12,1
Aprender brincando: ludicidade e pensamento pedagógico,pending,Pós-Graduação lato sensu em Processos Inovadores de Ensino e Aprendizagem na Educação Básica (Sesi),12,1
O que é Direito Administrativo?,cancelled,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),12,1
Como funciona a EJA?,pending,Extensão em Negócios e Inovação,12,1
O que é Direito Administrativo?,ongoing,Pós-Graduação lato sensu em Processos Inovadores de Ensino e Aprendizagem na Educação Básica (Sesi),12,1
Matemática aplicada: Funções e equações,pending,Extensão em Negócios e Inovação,12,1
Competitividade de mercado,pending,Extensão em Negócios e Inovação,12,1
Introdução a Administração Financeira,ongoing,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),12,1
Matemática aplicada: conceitos fundamentais,ongoing,Pós-Graduação lato sensu em Processos Inovadores de Ensino e Aprendizagem na Educação Básica (Sesi),12,1
Matemática aplicada: conceitos fundamentais,pending,Extensão em Negócios e Inovação,12,1
Práticas de Mentoring,pending,Extensão em Negócios e Inovação,12,1
Introdução a Sistemas de Informação e Comunicação,ongoing,Pós-Graduação lato sensu em Processos Inovadores de Ensino e Aprendizagem na Educação Básica (Sesi),12,1
Sistemas de transporte de mercadorias,ongoing,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),12,1
Sistemas de transporte de mercadorias,pending,Extensão em Negócios e Inovação,12,1
Design thinking para educadores: práticas e soluções para o cotidiano escolar,cancelled,Pós-Graduação em Gestão Educacional e Novas Tecnologias,12,1
Todos conectados: redes de computadores,ongoing,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),12,1
Desafios da EJA,cancelled,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),12,1
Valorização profissional – Retenção de profissionais,pending,Extensão em Negócios e Inovação,12,1
Juros e Empréstimos: a avaliação financeira de um projeto,ongoing,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),12,1
Demonstrativos financeiros e contábeis,ongoing,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),12,1
O planejamento do ensino: preparando a aula,pending,Extensão em Negócios e Inovação,12,1
Layout industrial inteligente,pending,Extensão em Negócios e Inovação,12,1
Conhecendo a estatística,ongoing,Pós-Graduação lato sensu em Processos Inovadores de Ensino e Aprendizagem na Educação Básica (Sesi),12,1
Concepções pedagógicas da avaliação,cancelled,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),12,1
Criando projeto de estágio para educação infantil,cancelled,Extensão em Negócios e Inovação,12,1
Gestão contábil e financeira,cancelled,Pós-Graduação em Gestão Educacional e Novas Tecnologias,11,1
Introdução a Administração Financeira,ongoing,Pós-Graduação em Controladoria e Finanças,11,1
Crescendo de forma Sustentável,ongoing,Pós-Graduação em Liderança para Transformação Digital 4.0,11,1
Planejar para empreender! Plano de negócios e Modelo de negócios,cancelled,Pós-Graduação em Liderança para Transformação Digital 4.0,11,1
Características e inteligências do líder na transformação digital,cancelled,Pós-Graduação em Liderança para Transformação Digital 4.0,11,1
Entendendo as relações trabalhistas,cancelled,Pós-Graduação em Gestão Educacional e Novas Tecnologias,11,1
Matemática Financeira: Análise financeira de Juros,cancelled,Extensão em Negócios e Inovação,11,1
Organizações que mudam e evoluem,ongoing,Pós-Graduação em Controladoria e Finanças,11,1
Organizações digitais e Oportunidades exponenciais,ongoing,Pós-Graduação em Controladoria e Finanças,11,1
Entendendo Banco de Dados,ongoing,Pós-Graduação em Controladoria e Finanças,11,1
Medindo o desempenho em Gestão de Pessoas,pending,Pós-Graduação em Gestão Empresarial,11,1
A experiência do consumidor 4.0,cancelled,Extensão em Negócios e Inovação,11,1
Tecnologias Facilitadoras e exponenciais,cancelled,Pós-Graduação em Liderança para Transformação Digital 4.0,11,1
Tecnologias Facilitadoras e exponenciais,ongoing,Pós-Graduação em Controladoria e Finanças,11,1
Características e inteligências do líder na transformação digital,pending,Pós-Graduação em Gestão Empresarial,11,1
Comportamento organizacional,ongoing,Pós-Graduação em Controladoria e Finanças,11,1
Gestão contábil e financeira,ongoing,Pós-Graduação em Controladoria e Finanças,11,1
Entendendo Banco de Dados,cancelled,Pós-Graduação em Gestão Educacional e Novas Tecnologias,11,1
Demonstrativos financeiros e contábeis,ongoing,Pós-Graduação em Controladoria e Finanças,11,1
Gestão estratégica da tecnologia da informação,ongoing,Pós-Graduação em Controladoria e Finanças,11,1
Gestão de Stakeholders: fechando grandes parcerias,ongoing,Pós-Graduação em Controladoria e Finanças,11,1
Planejamento Orçamentário: um foco no planejamento estratégico,ongoing,Pós-Graduação em Gestão Empresarial,10,1
Mãos na massa! – Ferramentas para Criatividade e Inovação,pending,Pós-Graduação em Gestão Empresarial,10,1
Análise das Demonstrações Financeiras como foco no lucro,concluded,Pós-Graduação em Gestão Empresarial,10,1
Valorização profissional – Retenção de profissionais,ongoing,Curso teste Unique,10,1
Planejamento Tributário: uma forma legal de aumentar o lucro,ongoing,Pós-Graduação em Gestão Empresarial,10,1
Inovar para o sucesso!,ongoing,Curso teste Unique,10,1
Medindo o desempenho em Gestão de Pessoas,ongoing,Curso teste Unique,10,1
Mãos na massa! – Ferramentas para Criatividade e Inovação,ongoing,Curso teste Unique,10,1
Planejar para empreender! Plano de negócios e Modelo de negócios,ongoing,Curso teste Unique,10,1
Crescendo de forma Sustentável,ongoing,Curso teste Unique,10,1
Por dentro da tributação,ongoing,Pós-Graduação em Gestão Empresarial,10,1
Propriedade intelectual,ongoing,Pós-Graduação em Gestão Empresarial,10,1
Inovar para o sucesso!,pending,Pós-Graduação em Gestão Empresarial,10,1
"Vamos entender o mercado! - Introdução ao Marketing ",concluded,Pós-Graduação em Gestão Empresarial,10,1
Gestão escolar: espaço para a participação,cancelled,Pós-Graduação em Gestão Educacional e Novas Tecnologias,10,1
Planejamento Estratégico e Cultura Organizacional,ongoing,Pós-Graduação em Gestão Empresarial,10,1
"Gestão de Projetos Educacionais ",cancelled,Pós-Graduação em Controladoria e Finanças,10,1
Planejar para empreender! Plano de negócios e Modelo de negócios,ongoing,Pós-Graduação em Gestão Empresarial,10,1
Competitividade de mercado,pending,Pós-Graduação em Gestão Empresarial,10,1
Matemática financeira,ongoing,Curso teste Unique,10,1
A formação de líderes,concluded,Pós-Graduação em Gestão Empresarial,10,1
A magia da negociação,ongoing,Curso teste Unique,10,1
A magia da negociação,concluded,Pós-Graduação em Gestão Empresarial,10,1
Metodologias ativas em que o aluno é protagonista do aprendizado,cancelled,Pós-Graduação em Gestão Educacional e Novas Tecnologias,10,1
A avaliação educacional é uma tarefa didática,concluded,Pós-Graduação em Gestão Empresarial,10,1
A magia da negociação,approved,Curso teste Unique,10,1
A interação homem-máquina,concluded,Pós-Graduação em Gestão Empresarial,10,1
A experiência do consumidor 4.0,concluded,Pós-Graduação em Gestão Empresarial,10,1
Por dentro das relações sindicais,ongoing,Pós-Graduação em Gestão Empresarial,10,1
Gerenciamento de portfólio: Escritório de Projetos,pending,Pós-Graduação em Gestão Empresarial,10,1
A avaliação educacional é uma tarefa didática,cancelled,Pós-Graduação em Gestão Educacional e Novas Tecnologias,10,1
Gestão estratégica da tecnologia da informação,ongoing,Curso teste Unique,10,1
O líder desenvolvendo equipes,ongoing,Curso teste Unique,10,1
Planejamento Estratégico: diminuir riscos e promover o crescimento,ongoing,Pós-Graduação em Gestão Empresarial,10,1
Games educativos: o jogo de aprender,cancelled,Pós-Graduação em Gestão Educacional e Novas Tecnologias,10,1
Inovar para o sucesso!,ongoing,Pós-Graduação em Liderança para Transformação Digital 4.0,10,1
"Vamos entender o mercado! - Introdução ao Marketing ",ongoing,Pós-Graduação em Liderança para Transformação Digital 4.0,9,1
A experiência do consumidor 4.0,cancelled,Pós-Graduação em Gerenciamento de Projetos,9,1
A interação homem-máquina,cancelled,Pós-Graduação em Gerenciamento de Projetos,9,1
A magia da negociação,ongoing,Pós-Graduação em Gestão da Inovação,9,1
A sustentabilidade na era digital,cancelled,Pós-Graduação em Gestão Empresarial,9,1
A sustentabilidade na era digital,pending,Pós-Graduação em Gestão Empresarial,9,1
Captação e monetização para inovação,cancelled,Pós-Graduação em Liderança para Transformação Digital 4.0,9,1
Características e inteligências do líder na transformação digital,cancelled,Pós-Graduação em Gestão Empresarial,9,1
Competitividade de mercado,ongoing,Pós-Graduação em Gestão da Inovação,9,1
Competitividade de mercado,cancelled,Pós-Graduação em Liderança para Transformação Digital 4.0,9,1
Comportamento organizacional,ongoing,Pós-Graduação em Gestão da Inovação,9,1
Comportamento organizacional,cancelled,Pós-Graduação em Gestão Estratégica de Pessoas,9,1
Demonstrativos financeiros e contábeis,ongoing,Pós-Graduação em Gestão da Inovação,9,1
Demonstrativos financeiros e contábeis,ongoing,Pós-Graduação em Gestão Estratégica de Pessoas,9,1
Design thinking para educadores: práticas e soluções para o cotidiano escolar,cancelled,Pós-Graduação em Gestão Empresarial,9,1
Economia Empresarial ampliando a visão de negócios,pending,Pós-Graduação em Gestão Empresarial,9,1
Entendendo as relações trabalhistas,ongoing,Pós-Graduação em Gestão da Inovação,9,1
Entendendo as relações trabalhistas,cancelled,Pós-Graduação em Gestão Empresarial,9,1
Entendendo as relações trabalhistas,pending,Pós-Graduação em Gestão Empresarial,9,1
Entendendo Banco de Dados,cancelled,Pós-Graduação em Liderança para Transformação Digital 4.0,9,1
"Ética e Responsabilidade Social ",cancelled,Pós-Graduação em Gestão Empresarial,9,1
"Ética e Responsabilidade Social ",ongoing,Pós-Graduação em Liderança para Transformação Digital 4.0,9,1
Games educativos: o jogo de aprender,cancelled,Extensão em Negócios e Inovação,9,1
Games educativos: o jogo de aprender,ongoing,Pós-Graduação em Liderança para Transformação Digital 4.0,9,1
Gerenciamento de portfólio: Escritório de Projetos,cancelled,Pós-Graduação em Gestão Empresarial,9,1
"Gestão Ágil, Modular e Flexível",cancelled,Pós-Graduação em Gerenciamento de Projetos,9,1
"Gestão Ágil, Modular e Flexível",ongoing,Pós-Graduação em Gerenciamento de Projetos,9,1
"Gestão Ágil, Modular e Flexível",ongoing,Pós-Graduação em Gestão da Inovação,9,1
Gestão contábil e financeira,ongoing,Pós-Graduação em Gestão da Inovação,9,1
Gestão contábil e financeira,cancelled,Pós-Graduação em Gestão Empresarial,9,1
Gestão contábil e financeira,ongoing,Pós-Graduação em Gestão Estratégica de Pessoas,9,1
Gestão contábil e financeira,cancelled,Pós-Graduação em Liderança para Transformação Digital 4.0,9,1
"Gestão de Projetos Educacionais ",ongoing,Pós-Graduação em Controladoria e Finanças,9,1
Gestão de Stakeholders: fechando grandes parcerias,ongoing,Pós-Graduação em Gestão da Inovação,9,1
Gestão do conhecimento,cancelled,Pós-Graduação em Gerenciamento de Projetos,9,1
Gestão do conhecimento,ongoing,Pós-Graduação em Gerenciamento de Projetos,9,1
Gestão do conhecimento,cancelled,Pós-Graduação em Gestão Empresarial,9,1
Gestão escolar: espaço para a participação,cancelled,Pós-Graduação em Liderança para Transformação Digital 4.0,9,1
Gestão escolar: espaço para a participação,ongoing,Pós-Graduação em Liderança para Transformação Digital 4.0,9,1
Gestão estratégica da tecnologia da informação,ongoing,Pós-Graduação em Gerenciamento de Projetos,9,1
Gestão estratégica da tecnologia da informação,cancelled,Pós-Graduação em Gestão Empresarial,9,1
Gestão estratégica da tecnologia da informação,ongoing,Pós-Graduação em Gestão Estratégica de Pessoas,9,1
Gestão estratégica da tecnologia da informação,cancelled,Pós-Graduação em Liderança para Transformação Digital 4.0,9,1
Impulsionando a captação de dinheiro para novos negócios,ongoing,Pós-Graduação em Gestão da Inovação,9,1
Impulsionando a captação de dinheiro para novos negócios,cancelled,Pós-Graduação em Gestão Empresarial,9,1
Impulsionando a captação de dinheiro para novos negócios,pending,Pós-Graduação em Gestão Empresarial,9,1
Indicadores financeiros básicos,ongoing,Pós-Graduação em Gestão da Inovação,9,1
Indicadores financeiros básicos,cancelled,Pós-Graduação em Gestão Estratégica de Pessoas,9,1
Indicadores financeiros básicos,ongoing,Pós-Graduação em Gestão Estratégica de Pessoas,9,1
Indicadores financeiros básicos,cancelled,Pós-Graduação em Liderança para Transformação Digital 4.0,9,1
Inovar para o sucesso!,ongoing,Pós-Graduação em Gestão da Inovação,9,1
Inovar para o sucesso!,cancelled,Pós-Graduação em Gestão Estratégica de Pessoas,9,1
Inovar para o sucesso!,ongoing,Pós-Graduação em Gestão Estratégica de Pessoas,9,1
Introdução a Administração Financeira,ongoing,Pós-Graduação em Gestão da Inovação,9,1
Introdução a Administração Financeira,cancelled,Pós-Graduação em Gestão Empresarial,9,1
Introdução a Administração Financeira,cancelled,Pós-Graduação em Liderança para Transformação Digital 4.0,9,1
Introdução a Sistemas de Informação e Comunicação,ongoing,Pós-Graduação em Gerenciamento de Projetos,9,1
Introdução a Sistemas de Informação e Comunicação,cancelled,Pós-Graduação em Gestão Empresarial,9,1
Introdução a Sistemas de Informação e Comunicação,ongoing,Pós-Graduação em Gestão Estratégica de Pessoas,9,1
Juros e Empréstimos: a avaliação financeira de um projeto,ongoing,Pós-Graduação em Gestão da Inovação,9,1
Juros e Empréstimos: a avaliação financeira de um projeto,cancelled,Pós-Graduação em Gestão Educacional e Novas Tecnologias,9,1
Juros e Empréstimos: a avaliação financeira de um projeto,cancelled,Pós-Graduação em Gestão Empresarial,9,1
Layout industrial inteligente,ongoing,Pós-Graduação em Gestão da Inovação,9,1
Layout industrial inteligente,cancelled,Pós-Graduação em Gestão Empresarial,9,1
Layout industrial inteligente,cancelled,Pós-Graduação em Gestão Estratégica de Pessoas,9,1
Layout industrial inteligente,ongoing,Pós-Graduação em Gestão Estratégica de Pessoas,9,1
Logística e a movimentação de materiais,ongoing,Pós-Graduação em Gestão da Inovação,9,1
Logística e a movimentação de materiais,cancelled,Pós-Graduação em Gestão Educacional e Novas Tecnologias,9,1
Logística e a movimentação de materiais,cancelled,Pós-Graduação em Gestão Empresarial,9,1
Mãos na massa! – Ferramentas para Criatividade e Inovação,cancelled,Pós-Graduação em Gerenciamento de Projetos,9,1
Mãos na massa! – Ferramentas para Criatividade e Inovação,ongoing,Pós-Graduação em Gerenciamento de Projetos,9,1
Matemática Financeira: Análise financeira de Juros,cancelled,Pós-Graduação em Gestão Empresarial,9,1
Medindo o desempenho em Gestão de Pessoas,ongoing,Pós-Graduação em Gestão da Inovação,9,1
Medindo o desempenho em Gestão de Pessoas,ongoing,Pós-Graduação em Liderança para Transformação Digital 4.0,9,1
Metodologias ativas em que o aluno é protagonista do aprendizado,cancelled,Extensão em Negócios e Inovação,9,1
Metodologias ativas em que o aluno é protagonista do aprendizado,ongoing,Pós-Graduação em Controladoria e Finanças,9,1
Metodologias ativas em que o aluno é protagonista do aprendizado,pending,Pós-Graduação em Gestão Empresarial,9,1
